SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
192.168.1.19,224.0.0.252,65218,5355,2021-09-30 15:52:52,0.429874,130,302.4141957876028789831438980,0,0E+6,0.0,0.0,65.0,65.0,65,-10,-10,0.0,0.046197913969,0.214937,0.214937,0.214937,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
fe80::c576:e922:2bc0:4471,ff02::1:3,60518,5355,2021-09-30 15:52:52,0.428605,170,396.6355968782445375112282871,0,0E+6,0.0,0.0,85.0,85.0,85,-10,-10,0.0,0.04592556150625,0.2143025,0.2143025,0.2143025,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,224.0.0.252,60518,5355,2021-09-30 15:52:52,0.429607,130,302.6021456819837665587385680,0,0E+6,0.0,0.0,65.0,65.0,65,-10,-10,0.0,0.04614054361225,0.2148035,0.2148035,0.2148035,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,142.250.194.8,60519,443,2021-09-30 15:52:52,0.161278,3254,20176.34147248849812125646399,7186,44556.60412455511601086322995,358179.06122448976,598.4806272758457,745.7142857142857,699.0,1399,0.23416440024258925,-1.0915737026599,0.8025602281476858,0.002175717773596938775510204082,0.04664458997136686992736293688,0.09396921428571428571428571429,0.091304,0.082304,0.1714162963389975611855814457,0.2500871868071958,0.4963816109980823347031445073,0.00007597190625,0.008716186451080541221030926356,0.0203025,0.0159655,0.013991,1.492739981300770925789865682,0.724112550302038,0.4293159192749927950267664749,False
192.168.1.19,34.120.237.76,65465,443,2021-09-30 15:52:52,12.695869,3502,275.8377547846468800205799225,38772,3053.906747147438273031960238,395382.6916502302,628.7946339228971,541.974358974359,87.0,54,2.17069771796183,0.7760472698852492,1.16019258754757,11.47575931840196794871794872,3.387589012616785535307658555,2.1392025,1.0301785,2.039575,0.9821356686447514447984051421,0.029409559314588007,1.583575660844069476969879455,0.00008575052807248520710059171592,0.009260158101916252223432324192,0.005477653846153846153846153846,0.0010045,0.0,1.449161168823303367754490146,0.5915291926841214,1.690533641226399271229544014,False
192.168.1.19,172.217.166.238,65466,443,2021-09-30 15:52:54,0.238991,2233,9343.448079634797963103213092,27248,114012.6615646614307651752576,416470.27734375,645.3450839231286,614.1875,171.0,54,2.0602349550994226,0.8680433367440475,1.0507297591096019,0.002917678286748263888888888888,0.05401553745681203428757594521,0.1277540416666666666666666667,0.134992,0.134992,-0.4019931305388059044740590890,-0.13399771017960174,0.4228088344770204018013202729,0.00003957334254545454545454545455,0.006290734658643181514566098242,0.006652,0.003968,0.0,1.279977687333691703842630017,1.057428163952275,0.9456907183769064213118006978,False
192.168.1.19,54.192.171.21,65467,443,2021-09-30 15:52:54,10.690256,2990,279.6939568145047228055156022,12695,1187.530027344527577262883134,203448.08131377556,451.0521935583238,280.0892857142857,66.0,54,1.423932454636889,0.5012486114537674,1.6103871749611813,12.02436183671848979591836735,3.467616160522743006775742316,1.514737285714285714285714286,0.1507695,0.044979,1.180033535351272230918259880,0.4238526462204282,2.289252527963991214264330817,0.00002897421002366863905325443788,0.005382769735337806464624881885,0.006784769230769230769230769231,0.006993,0.0,-0.1160540648044466050284715114,1.2604606112402166,0.7933607691366577179669788044,False
192.168.1.19,172.217.166.238,60520,443,2021-09-30 15:52:54,2.219259,7401,3334.896918295701403035878192,68896,31044.59641709237182320765625,355253.35875660955,596.031340414755,965.7848101265823,1399.0,1399,-2.1804987112185747,-0.7268329037395249,0.6171471472373179,0.7889454853984348662073385677,0.8882260328308526142797301515,1.708211367088607594936708861,2.189478,2.180107,-1.625487032993913720769082595,-0.5312787685443315,0.5199743134508593519597994340,0.0003134514301728395061728395062,0.01770455958709053869959536624,0.009027222222222222222222222222,0.001001,0.0,1.360026299904340662210782058,0.5098812075960656,1.961241138332387818282457950,False
192.168.1.19,54.192.171.53,65468,443,2021-09-30 15:52:54,10.656294,2479,232.6324705380688633402944776,28684,2691.742551397324435680922467,434792.4543895748,659.3879392205887,577.0925925925926,81.5,54,2.254784610612051,0.7933002129382284,1.1426033667461986,9.297213421451432098765432098,3.049133224615059698419253731,1.090024444444444444444444444,0.1321355,0.132642,0.9424536816347608877495678528,0.3139851144304493,2.797307198160238739373152038,0.0002002657366920415224913494809,0.01415152771583483570613395538,0.01008388235294117647058823529,0.001066,0.0,1.911712120561505318273752209,0.7125649297678178,1.403380882533525877079773439,False
192.168.1.19,172.217.166.228,65469,443,2021-09-30 15:52:54,0.956410,3080,3220.376198492278416160433287,7809,8164.908355203312386947020629,169980.33616780041,412.2867159729991,259.26190476190476,54.0,54,1.493586114780478,0.4978620382601594,1.59023253474754,0.06540470300758503401360544212,0.2557434319930524315743857958,0.3283497142857142857142857143,0.246659,0.246659,0.9582734576886437011629644234,0.31942448589621464,0.7788751470345933521318300743,0.0001334855598024691358024691358,0.01155359510293091134005028853,0.01580744444444444444444444444,0.014127,0.000738,0.4363432583901481824616785131,1.3043078202231295,0.7308958221258492978726802196,False
192.168.1.19,54.192.171.107,65470,443,2021-09-30 15:52:54,10.374259,3970,382.6779339131594844508894563,81113,7818.678905163250695784633871,453558.5408587257,673.4675499671278,746.3421052631579,432.5,1466,1.3980277384343611,-1.068585850605525,0.9023577059606803,6.058615860688461680517082181,2.461425574883072039564594601,0.7450386842105263157894736842,0.136008,0.134435,0.7422901879608419300258127915,0.24806912321106137,3.303755398273446680919591771,0.00002825045385416666666666666667,0.005315115601204424101821607535,0.00378225,0.000416,0.0,1.900005711580682709398364154,0.7116025847383128,1.405278762959726115889115615,False
192.168.1.19,54.192.171.107,65471,443,2021-09-30 15:52:54,0.094084,228,2423.366353471366013349772544,120,1275.455975511245270184090812,32.0,5.656854249492381,58.0,54.0,54,2.1213203435596424,0.7071067811865475,0.09753196981883415,0.001105338374333333333333333333,0.03324662951839379060958648154,0.052572,0.0445875,0.038089,0.7204790484625714989841405972,0.4356231055538199,0.6324018397320587120441771578,0.00000602457025,0.0024545,0.0405435,0.0405435,0.038089,0,1.0000000000000022,0.06053991391961720127764006561,False
192.168.1.19,216.58.200.170,65472,443,2021-09-30 15:52:54,5.675318,2037,358.9226189616158953559959107,8217,1447.848384883454988777721354,172760.8055555556,415.6450475532646,284.8333333333333,81.5,54,1.467598383743112,0.5553616834656311,1.4592570423169033,2.286210235349033950617283951,1.512021903065241297504215957,5.001271722222222222222222222,5.424936,5.26577,-0.8405915488107132598976933744,-0.17493018933229346,0.3023274852967601690893917996,0.00004081015824691358024691358026,0.006388282887201660252328217960,0.009042444444444444444444444444,0.009778,0.0,-0.3454240686628829876080392178,1.4154733915368956,0.7064774272543675784688747099,False
fe80::c576:e922:2bc0:4471,ff02::1:3,53152,5355,2021-09-30 15:52:54,0.424282,170,400.6769082826987711003530671,0,0E+6,0.0,0.0,85.0,85.0,85,-10,-10,0.0,0.045003803881,0.212141,0.212141,0.212141,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,224.0.0.252,53152,5355,2021-09-30 15:52:54,0.424282,130,306.3999886867696484885052866,0,0E+6,0.0,0.0,65.0,65.0,65,-10,-10,0.0,0.045003803881,0.212141,0.212141,0.212141,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,172.217.166.228,53153,443,2021-09-30 15:52:55,1.237093,9507,7684.951737662406949194603801,37479,30296.02463193955506982902660,396611.7732426304,629.7712070606518,745.8095238095239,651.0,1399,0.45163794127091444,-1.0371869480015286,0.8444129324654378,0.1401381722674230284706475182,0.3743503336013246141670404586,0.6357445396825396825396825397,0.847696,0.123008,-1.698554332342475634563835715,1.3696703159041217,0.5888376702193261587232215339,0.0007934694403288888888888888887,0.02816858960489305167172705967,0.02654073333333333333333333333,0.012001,0.0,1.548504934461577918042271282,0.9422102315240891,1.061334261232158305286480140,False
192.168.1.19,142.250.194.67,65473,443,2021-09-30 15:52:55,10.187636,4545,446.1290136396706753166289019,151273,14848.68521019007746252418127,465499.8490122448,682.2754934864982,890.3885714285715,1466.0,1466,-2.530992688730448,-0.8436642295768161,0.7662671280605398,3.115008748551733681632653061,1.764938737903311385537537103,0.8190071942857142857142857143,0.526757,0.508765,0.4967597820979856991470184164,0.17578071556991928,2.154973424186558113325688582,0.00009026730929454545454545454545,0.009500910971825041501368987619,0.0048574,0.001994,0.0,0.9041448788936391930813841993,0.5112562378917794,1.955966354804018919868445592,False
192.168.1.19,54.192.171.55,65474,443,2021-09-30 15:52:55,0.292770,1608,5492.366021108720155753663285,11113,37958.12412473955664856371896,347969.32936979784,589.8892517835851,438.6551724137931,66.0,54,1.8952125570369462,0.6520803205868768,1.344767573439507,0.006590041348187871581450653986,0.08117906964352247108998923841,0.1800421379310344827586206897,0.197670,0.135615,-0.6514436102695135598034103418,0.5472733073454169,0.4508892783455964258194131399,0.000385386982234375,0.01963127561403932304335071860,0.023684375,0.028928,0.0,-0.8013170060507963981679441615,1.2064613357606828,0.8288703254377336553466459892,False
192.168.1.19,54.192.171.55,65475,443,2021-09-30 15:52:55,0.210799,1614,7656.582811113904714918002457,6791,32215.52284403626203160356548,239392.36096938766,489.2773865297554,300.17857142857144,54.0,54,1.5094417494416539,0.5031472498138847,1.6299544108070376,0.004133990660811224489795918368,0.06429611699637252969555501950,0.1396122142857142857142857143,0.1582765,0.210799,-0.8708590776331976361902792269,-1.1071708376775213,0.4605336096510259365035960694,0.00002374142950,0.004872517778315436788120067854,0.0059055,0.006260,0.0,-0.2182649809371616407582236007,1.2120017347667211,0.8250813272907352109254200075,False
192.168.1.19,54.192.171.55,65476,443,2021-09-30 15:52:55,0.284874,1506,5286.547736894205859432591251,6737,23649.05186152474427290661836,259974.2816,509.8767317695523,329.72,66.0,54,1.5516691598266121,0.5407581535307567,1.5463930964744397,0.00432350983280,0.06575340168234644269125586482,0.1837682,0.161259,0.239114,1.026982608842424289970739242,-0.8417176691082023,0.3578062019563038800578982915,0.0008873180611020408163265306121,0.02978788446838816407602262661,0.02849057142857142857142857143,0.033902,0.0,-0.5449962628770783211196258788,0.9564482989319538,1.045534819933998959716790448,False
192.168.1.19,54.192.171.55,65477,443,2021-09-30 15:52:55,0.208794,1452,6954.222822494899278714905601,6715,32160.88584921022634750040710,268042.5399305555,517.7282491139106,340.2916666666667,60.0,54,1.6241628720069912,0.5529767154035993,1.5214250004571879,0.003485544720722222222222222223,0.05903850201963310503573382849,0.1221211666666666666666666667,0.101005,0.101005,1.073003173063801923693163724,0.3576677243546007,0.4834420078935246418030220953,0.00003332404033333333333333333333,0.005772697838388333082295527101,0.008689,0.010544,0.0,-0.9640206634396925599780345259,1.505188777111858,0.6643684933120420166066897343,False
192.168.1.19,54.192.171.55,65478,443,2021-09-30 15:52:55,0.458746,1560,3400.574609914854843420978058,7127,15535.83028516869901862904527,243603.45130315502,493.56200350427605,321.74074074074076,66.0,54,1.5544596560816404,0.5424662734160839,1.5340363870859275,0.02956691456849657064471879287,0.1719503258749356678424608096,0.2590698518518518518518518519,0.389006,0.428746,-2.266982876949957884713564147,-0.9867742168256107,0.6637218674647825613950594561,0.007136512367209876543209876542,0.08447788093465576828886136434,0.04455588888888888888888888889,0.026985,0.0,0.6239818764800727303627753918,0.5274266872692176,1.895998105779512658508171458,False
192.168.1.19,54.192.171.55,65479,443,2021-09-30 15:52:55,10.051609,47031,4678.952394586777102054009463,8623036,857876.1867876078347257638056,218558.46202986478,467.5023658013559,1288.4629216822707,1466.0,1466,-1.139269603567091,-0.3797565345223637,0.3628372675179239,0.1492875880567040424814431780,0.3863775201233943973580774067,0.8296186235696240154554911577,0.835564,1.1277,-0.04616244052043133126619221949,-0.7714770164040081,0.4657290821907018924841677767,0.000002607816956379176782824864373,0.001614873665764346032369237849,0.0006102175525339925834363411619,0.000000,0.0,1.133619735346603725426026730,0.37787324511553455,2.646390060493037681725525801,False
192.168.1.19,142.250.77.195,65480,80,2021-09-30 15:52:55,5.224894,228,43.63724890878169011658418333,120,22.96697310988510006136009649,32.0,5.656854249492381,58.0,54.0,54,2.1213203435596424,0.7071067811865475,0.09753196981883415,6.793633229209333333333333333,2.606459903625861138355987049,2.614791,2.6134765,5.224894,0.001512971672617781232245978533,-1.0013977181728637,0.9968138576375171623108642522,2.79841E-7,0.000529,0.011476,0.011476,0.010947,0,1.0,0.04609620076681770651795050540,False
192.168.1.19,142.250.194.67,53154,443,2021-09-30 15:52:55,0.460743,6210,13478.22972893782434025042160,179592,389787.7992720453701955319994,314626.97027348395,560.9161882790369,1067.8275862068965,1399.0,1399,-1.771240092798087,-0.590413364266029,0.5252872238218772,0.009699570588701149425287356322,0.09848639798825596924130291608,0.414829,0.444745,0.459742,-0.9112730471745145831771522200,-0.45603251735692113,0.2374144478526235370268301302,0.00004380330087277051129607609976,0.006618406218476659150558722612,0.003858241379310344827586206897,0.001070,0.0,1.263857772068925780568823778,0.5829562665010287,1.715394545807211748842182482,False
192.168.1.19,99.86.47.84,60444,443,2021-09-30 15:52:55,0.287584,421,1463.920106820963614109268944,922,3206.019806387003449426950039,110758.1875,332.80352687434066,335.75,210.5,54,1.1290445252458967,0.8465955954438628,0.9912242051357876,0.0158640762786875,0.1259526747579720912692901973,0.13565275,0.1275135,0.0,0.1938644816151829650500544842,1.0770136502513135,0.9284933387489165628362874862,0E-12,0.000000,0.023017,0.023017,0.023017,-10,-10,0,False
192.168.1.19,20.198.162.78,64214,443,2021-09-30 15:52:55,0.126990,151,1189.070005512245058666036696,228,1795.416961965509095204346799,5476.222222222222,74.00150148626865,126.33333333333333,97.0,54,1.1891650606079773,0.9774576445148906,0.5857638640074035,0.002728225352,0.05223241667776822290424241549,0.067994,0.076992,0.0,-0.5168054958385546917522815262,1.3017586457748644,0.7681915562809692458782012456,0E-12,0.000000,0.076992,0.076992,0.076992,-10,-10,0,False
192.168.1.19,99.86.47.84,60443,443,2021-09-30 15:52:55,0.316348,421,1330.812902246892662510905711,922,2914.511866678468016235285192,110758.1875,332.80352687434066,335.75,210.5,54,1.1290445252458967,0.8465955954438628,0.9912242051357876,0.01912425089875,0.1382904584515866011379814133,0.1551695,0.152165,0.0,0.06517803253328204191379846520,1.1220549974120049,0.8912219118550140403750828178,0E-12,0.000000,0.037224,0.037224,0.037224,-10,-10,0,False
fe80::c576:e922:2bc0:4471,ff02::1:3,52193,5355,2021-09-30 15:52:55,0.424968,170,400.0301199149112403757459385,0,0E+6,0.0,0.0,85.0,85.0,85,-10,-10,0.0,0.045149450256,0.212484,0.212484,0.212484,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,224.0.0.252,52193,5355,2021-09-30 15:52:55,0.424963,130,305.9089850175191722573494634,0,0E+6,0.0,0.0,65.0,65.0,65,-10,-10,0.0,0.04514838784225,0.2124815,0.2124815,0.2124815,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
fe80::c576:e922:2bc0:4471,ff02::1:3,51474,5355,2021-09-30 15:52:55,0.423968,170,400.9736583893124009359196921,0,0E+6,0.0,0.0,85.0,85.0,85,-10,-10,0.0,0.044937216256,0.211984,0.211984,0.211984,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,224.0.0.252,51474,5355,2021-09-30 15:52:55,0.424963,130,305.9089850175191722573494634,0,0E+6,0.0,0.0,65.0,65.0,65,-10,-10,0.0,0.04514838784225,0.2124815,0.2124815,0.2124815,0.0,0,1.0,1,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.168.1.19,192.168.1.1,51711,53,2021-09-30 15:53:00,0.014777,86,5819.855180347837856127766123,142,9609.528321039453204303985924,784.0,28.0,114.0,114.0,86,0.0,1.0,0.24561403508771928,0.00005458993225,0.0073885,0.0073885,0.0073885,0.0,0,1.0,1,0E-12,0.000000,0.014777,0.014777,0.014777,-10,-10,0,False
192.168.1.19,216.58.200.170,51712,443,2021-09-30 15:53:00,0.170946,6010,35157.30113603126133398851099,10119,59194.13148011652802639429995,354844.7191358025,595.6884413313745,896.0555555555555,1399.0,1399,-2.5329236369956476,-0.8443078789985491,0.6647896301050742,0.002163185420015432098765432098,0.04651005719213245709256549642,0.1030736111111111111111111111,0.1159755,0.084321,-0.8321999370324153327171888843,0.40319475492460316,0.4512314712831359614440483126,0.0002019695435555555555555555555,0.01421159890918525590639863293,0.01765066666666666666666666667,0.011804,0.005372,1.234203140131088861325461164,0.8639891081312958,0.8051593278356958702069024547,False
192.168.1.19,172.217.166.3,65481,443,2021-09-30 15:53:00,4.726333,3267,691.2335631027267862844196547,42223,8933.564351051861982640664549,428247.6525552369,654.4063359681329,590.7792207792207,93.0,54,2.281973110985255,0.8202537036642625,1.1077003268750547,2.020447990760611570247933886,1.421424634217590718285169443,0.8204994545454545454545454545,0.303504,4.726333,1.091149207843924067290776447,-2.7478302059992608,1.732389493183807767324078203,0.0001344427690656,0.01159494584142590982546438445,0.00764312,0.000996,0.0,1.719832095183609285175297814,0.659176860722626,1.517043542614260907255725993,False
192.168.1.19,172.217.166.3,65482,443,2021-09-30 15:53:00,0.416493,1452,3486.253070279692575865620791,5529,13275.13307546585416801722958,233821.67148760337,483.5511053524781,317.3181818181818,66.0,54,1.5592034370492451,0.5445508838744967,1.5238682592400112,0.02490719336703512396694214875,0.1578201297903253023647194750,0.2501426818181818181818181818,0.2670135,0.148412,-0.3206970784569535484004798740,0.6445988984633197,0.6309204356617480772380687550,0.0000546613098888888888888888889,0.007393328742108583452792792000,0.01122566666666666666666666667,0.0121145,0.0,-0.3606629832125538626547159850,1.518350807631624,0.6586093246526041618427525015,False
192.168.1.19,142.250.77.195,65483,80,2021-09-30 15:53:00,4.519157,762,168.6155183367163389101108902,929,205.5693130378077150229567152,54068.490000000005,232.5263210907531,169.1,54.0,54,1.4849931757413055,0.4949977252471019,1.375081733239226,4.14278513326161,2.035383289029761588309648898,1.4045397,0.109907,0.019451,1.908190030316795646002346184,0.6805050957553317,1.449146143060079817117058990,0.000001495056888888888888888888889,0.001222725189439102415389954790,0.02044233333333333333333333333,0.019711,0.019451,1.794352499604958644033021349,0.8107572673693632,0.05981338673532550501687453113,False
192.168.1.19,172.217.166.3,51713,443,2021-09-30 15:53:00,0.135524,3251,23988.37106342787993270564623,6980,51503.79268616628788996782858,361237.45408163266,601.0303270897673,730.7857142857143,596.0,1399,0.6727732772072748,-1.1117813121840756,0.8224440014912269,0.001371544685515306122448979594,0.03703437167706921043732947256,0.08319064285714285714285714286,0.086660,0.082474,-0.2810381534032034172784129321,0.019350749714125006,0.4451747264492906964318725885,0.00005406829525,0.007353114663188654506159467561,0.0196735,0.0167655,0.013409,1.186436006999089210450651207,0.8519518988819113,0.3737573214318069741611542207,False
192.168.1.44,239.255.255.250,43793,1900,2021-09-30 15:53:01,0.616314,501,812.8973218197217652041005072,0,0E+6,0.0,0.0,167.0,167.0,167,-10,-10,0.0,0.0633074847368888888888888889,0.2516097866476757077910416935,0.3085613333333333333333333333,0.309370,0.0,-0.009641914300404700201226749163,1.2263486943192945,0.8154287639659183083785882446,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
